",Type selection,Temps d'execution, Meilleur score, Nombre d'individu, Nombre generation, Mutation, Survivants,"
",selection_par_rang,20.879859447479248,457.5824563196106,50,30,0.05,10,"
",selection_proportionnelle,20.88423442840576,402.4160876057314,50,30,0.05,10,"
",selection_duel,23.92018699645996,308.8806979727453,50,30,0.05,5,"
",selection_duel_pondere,23.947956800460815,535.9710402874202,50,30,0.05,5,"
",selection_p_best,18.931418418884277,377.56539928709844,50,30,0.05,15,"
",selection_par_rang,18.96638584136963,271.8215443956947,50,30,0.05,15,"
",selection_proportionnelle,18.98622488975525,499.2293680499157,50,30,0.05,15,"
",selection_duel,22.96363401412964,344.1844943401932,50,30,0.05,7,"
",selection_duel_pondere,22.827309608459473,169.6316234240381,50,30,0.05,7,"
",selection_p_best,15.924415349960327,445.4672961444381,50,30,0.05,20,"
",selection_par_rang,15.872512578964233,246.80109967357546,50,30,0.05,20,"
",selection_proportionnelle,15.857672929763794,169.38889439557533,50,30,0.05,20,"
",selection_duel,20.67274808883667,226.26267294676683,50,30,0.05,10,"
",selection_duel_pondere,20.68865990638733,525.9319902005191,50,30,0.05,10,"
",selection_p_best,13.784176588058472,340.40124120965726,50,30,0.05,25,"
",selection_par_rang,13.80408263206482,473.61167508790317,50,30,0.05,25,"
",selection_proportionnelle,13.724493980407715,257.4834321366116,50,30,0.05,25,"
",selection_duel,19.70569109916687,393.85174938170667,50,30,0.05,12,"
",selection_duel_pondere,19.802130222320557,312.3726627738669,50,30,0.05,12,"
",selection_p_best,10.650524854660034,329.8324311741786,50,30,0.05,30,"
",selection_par_rang,10.5687735080719,461.4428482439132,50,30,0.05,30,"
",selection_proportionnelle,10.601610898971558,524.313657829013,50,30,0.05,30,"
",selection_duel,18.391815423965454,322.4491050255922,50,30,0.05,15,"
",selection_duel_pondere,18.644530057907104,513.9589879494326,50,30,0.05,15,"
",selection_p_best,8.765521049499512,652.0807976535588,50,30,0.05,35,"
",selection_par_rang,8.769584655761719,666.3291582502692,50,30,0.05,35,"
",selection_proportionnelle,8.757611751556396,593.513118397702,50,30,0.05,35,"
",selection_duel,17.743587732315063,368.83948895945275,50,30,0.05,17,"
",selection_duel_pondere,17.759506702423096,443.75603904493005,50,30,0.05,17,"
",selection_p_best,5.805436134338379,667.8472922205218,50,30,0.05,40,"
",selection_par_rang,5.812460899353027,477.51822614212125,50,30,0.05,40,"
",selection_proportionnelle,5.799454212188721,512.9959630451285,50,30,0.05,40,"
",selection_duel,15.6950843334198,488.5520742051501,50,30,0.05,20,"
",selection_duel_pondere,15.802774667739868,465.33307165970683,50,30,0.05,20,"
",selection_p_best,3.8088154792785645,418.6669415160961,50,30,0.05,45,"
",selection_par_rang,3.791858673095703,418.6669415160961,50,30,0.05,45,"
",selection_proportionnelle,3.8187859058380127,418.6669415160961,50,30,0.05,45,"
",selection_duel,14.79044485092163,418.6669415160961,50,30,0.05,22,"
",selection_duel_pondere,14.696694612503052,418.6669415160961,50,30,0.05,22,"
",selection_p_best,23.679399728775024,323.45853283635927,50,30,0.1,5,"
",selection_par_rang,23.668701648712158,339.9043676219978,50,30,0.1,5,"
",selection_proportionnelle,23.601881504058838,355.99807406154173,50,30,0.1,5,"
",selection_duel,24.60520052909851,643.8708079965178,50,30,0.1,2,"
",selection_duel_pondere,24.66304326057434,478.1462612105202,50,30,0.1,2,"
",selection_p_best,20.65077567100525,320.9937526503494,50,30,0.1,10,"
",selection_par_rang,20.66573214530945,436.95309242626075,50,30,0.1,10,"
",selection_proportionnelle,20.798378705978394,362.3531656111531,50,30,0.1,10,"
",selection_duel,23.688650846481323,237.49649370350014,50,30,0.1,5,"
",selection_duel_pondere,23.716710329055786,345.60435540086127,50,30,0.1,5,"
",selection_p_best,18.68561053276062,283.87523188522425,50,30,0.1,15,"
",selection_par_rang,18.75584363937378,267.33045303484573,50,30,0.1,15,"
",selection_proportionnelle,18.74786067008972,373.6220972344786,50,30,0.1,15,"
",selection_duel,22.740184545516968,357.0407580455136,50,30,0.1,7,"
",selection_duel_pondere,22.706618070602417,281.30910066558863,50,30,0.1,7,"
",selection_p_best,15.7109854221344,403.04242369063246,50,30,0.1,20,"
",selection_par_rang,15.731072425842285,512.0558512169333,50,30,0.1,20,"
",selection_proportionnelle,15.776808977127075,224.53987550112177,50,30,0.1,20,"
",selection_duel,20.766464948654175,364.9540825066254,50,30,0.1,10,"
",selection_duel_pondere,20.72162675857544,369.4047997061651,50,30,0.1,10,"
",selection_p_best,13.824030637741089,480.95619796949035,50,30,0.1,25,"
",selection_par_rang,13.756538152694702,486.7242838864919,50,30,0.1,25,"
",selection_proportionnelle,13.730281114578247,603.5094601745117,50,30,0.1,25,"
",selection_duel,19.65942668914795,388.17687198460186,50,30,0.1,12,"
",selection_duel_pondere,19.741206169128418,406.0777202127769,50,30,0.1,12,"
",selection_p_best,10.797126054763794,586.1034061334076,50,30,0.1,30,"
",selection_par_rang,10.732300758361816,416.82206167964273,50,30,0.1,30,"
",selection_proportionnelle,10.749251365661621,568.309385699879,50,30,0.1,30,"
",selection_duel,18.67805314064026,277.39084865768933,50,30,0.1,15,"
",selection_duel_pondere,18.71395206451416,374.31085854059575,50,30,0.1,15,"
",selection_p_best,8.797474384307861,437.24275618951356,50,30,0.1,35,"
",selection_par_rang,8.77652907371521,315.76858334702825,50,30,0.1,35,"
",selection_proportionnelle,8.744608640670776,538.8417222557379,50,30,0.1,35,"
",selection_duel,17.856215476989746,492.34113368232283,50,30,0.1,17,"
",selection_duel_pondere,17.73660445213318,403.29968532399545,50,30,0.1,17,"
",selection_p_best,5.844899415969849,550.6483472032838,50,30,0.1,40,"
",selection_par_rang,5.777549505233765,551.7166291755439,50,30,0.1,40,"
",selection_proportionnelle,5.813491344451904,496.9852289595697,50,30,0.1,40,"
",selection_duel,15.697381496429443,566.829683954649,50,30,0.1,20,"
",selection_duel_pondere,15.72859001159668,483.814777827621,50,30,0.1,20,"
",selection_p_best,3.8278048038482666,727.9038244161179,50,30,0.1,45,"
",selection_par_rang,3.8257288932800293,473.2639544312827,50,30,0.1,45,"
",selection_proportionnelle,3.8218109607696533,601.3048573586091,50,30,0.1,45,"
",selection_duel,14.809396266937256,379.11624167223516,50,30,0.1,22,"
",selection_duel_pondere,14.766516208648682,450.0864450947713,50,30,0.1,22,"
",selection_p_best,31.34218692779541,424.579158024692,50,40,0.001,5,"
",selection_par_rang,31.368112564086914,305.8999334781677,50,40,0.001,5,"
",selection_proportionnelle,31.346171379089355,363.73724216468696,50,40,0.001,5,"
",selection_duel,32.84965920448303,460.9827728047034,50,40,0.001,2,"
",selection_duel_pondere,32.62431335449219,307.9484346308828,50,40,0.001,2,"
",selection_p_best,27.356354475021362,266.4497899005883,50,40,0.001,10,"
",selection_par_rang,27.334858894348145,391.09574765346946,50,40,0.001,10,"
",selection_proportionnelle,27.32193374633789,335.02259666778434,50,40,0.001,10,"
",selection_duel,31.353153467178345,431.87581923579467,50,40,0.001,5,"
",selection_duel_pondere,31.1187961101532,552.3584668423148,50,40,0.001,5,"
",selection_p_best,24.828195095062256,379.702354488857,50,40,0.001,15,"
",selection_par_rang,24.762780904769897,455.78780806258754,50,40,0.001,15,"
",selection_proportionnelle,24.8086519241333,335.84505217534314,50,40,0.001,15,"
",selection_duel,30.020718336105347,437.55189381432734,50,40,0.001,7,"
",selection_duel_pondere,29.96985101699829,329.4726665620592,50,40,0.001,7,"
",selection_p_best,20.668336629867554,289.39705721249425,50,40,0.001,20,"
",selection_par_rang,20.66174626350403,244.31101060135907,50,40,0.001,20,"
",selection_proportionnelle,20.64375591278076,328.2842964946663,50,40,0.001,20,"
",selection_duel,27.327099561691284,178.23834429671336,50,40,0.001,10,"
",selection_duel_pondere,27.443607091903687,230.4911684530148,50,40,0.001,10,"
",selection_p_best,18.06664490699768,223.40250446894515,50,40,0.001,25,"
",selection_par_rang,17.976574420928955,279.75096844236833,50,40,0.001,25,"
",selection_proportionnelle,17.996020555496216,734.6422776008711,50,40,0.001,25,"
",selection_duel,26.037368774414062,303.0681378781433,50,40,0.001,12,"
",selection_duel_pondere,26.020923614501953,466.0990680649119,50,40,0.001,12,"
",selection_p_best,14.10328459739685,446.56410411613433,50,40,0.001,30,"
",selection_par_rang,14.129215240478516,283.6149162011312,50,40,0.001,30,"
",selection_proportionnelle,14.128700733184814,194.6669346799917,50,40,0.001,30,"
",selection_duel,24.82764172554016,329.59990555013445,50,40,0.001,15,"
",selection_duel_pondere,24.67900323867798,381.32174843258724,50,40,0.001,15,"
",selection_p_best,11.46036171913147,214.72323964291184,50,40,0.001,35,"
",selection_par_rang,11.367015361785889,424.4423227189013,50,40,0.001,35,"
",selection_proportionnelle,11.210021495819092,276.00907964575947,50,40,0.001,35,"
",selection_duel,23.238327026367188,330.4803466541764,50,40,0.001,17,"
",selection_duel_pondere,23.298693895339966,175.87496505039243,50,40,0.001,17,"
",selection_p_best,7.6315906047821045,409.9845633074036,50,40,0.001,40,"
",selection_par_rang,7.43511700630188,444.74056786728306,50,40,0.001,40,"
",selection_proportionnelle,7.4211530685424805,488.538319581771,50,40,0.001,40,"
",selection_duel,20.691362857818604,243.56763075242623,50,40,0.001,20,"
",selection_duel_pondere,20.640159130096436,220.39633853949044,50,40,0.001,20,"
",selection_p_best,4.849032640457153,658.456390022263,50,40,0.001,45,"
",selection_par_rang,4.8161211013793945,547.5384990827731,50,40,0.001,45,"
",selection_proportionnelle,4.816119909286499,579.6504691166768,50,40,0.001,45,"
",selection_duel,19.263330936431885,271.0920340524643,50,40,0.001,22,"
",selection_duel_pondere,19.254825592041016,457.34893880526164,50,40,0.001,22,"
",selection_p_best,31.313342809677124,266.0209191429203,50,40,0.005,5,"
",selection_par_rang,31.349200963974,146.74100285916938,50,40,0.005,5,"
",selection_proportionnelle,31.25031352043152,347.35114607984775,50,40,0.005,5,"
",selection_duel,32.58282828330994,339.72833931283157,50,40,0.005,2,"
",selection_duel_pondere,32.647727727890015,214.013866825279,50,40,0.005,2,"
",selection_p_best,27.262096643447876,377.8220955827094,50,40,0.005,10,"
",selection_par_rang,28.125747203826904,296.54288883262404,50,40,0.005,10,"
",selection_proportionnelle,27.670003414154053,392.41603996001317,50,40,0.005,10,"
",selection_duel,31.318284034729004,313.5171469873705,50,40,0.005,5,"
",selection_duel_pondere,31.35810136795044,314.791631609217,50,40,0.005,5,"
",selection_p_best,24.619161367416382,333.03340141985797,50,40,0.005,15,"
",selection_par_rang,24.69196653366089,353.8757587731798,50,40,0.005,15,"
",selection_proportionnelle,24.646089553833008,454.99379319855433,50,40,0.005,15,"
",selection_duel,29.603262424468994,355.6299627483879,50,40,0.005,7,"
",selection_duel_pondere,30.035678148269653,280.0949903602863,50,40,0.005,7,"
",selection_p_best,20.699682235717773,399.91436929335066,50,40,0.005,20,"
",selection_par_rang,20.64877963066101,460.7603328595553,50,40,0.005,20,"
",selection_proportionnelle,20.792357206344604,525.6428999449004,50,40,0.005,20,"
",selection_duel,27.301032543182373,373.51933234426554,50,40,0.005,10,"
",selection_duel_pondere,27.43163251876831,404.0951815841686,50,40,0.005,10,"
",selection_p_best,18.054147958755493,312.13726740704425,50,40,0.005,25,"
",selection_par_rang,18.02684450149536,263.94439072846995,50,40,0.005,25,"
",selection_proportionnelle,18.16146993637085,265.4978724544301,50,40,0.005,25,"
",selection_duel,26.035336017608643,192.70243270442856,50,40,0.005,12,"
",selection_duel_pondere,25.968664169311523,203.23384373347946,50,40,0.005,12,"
",selection_p_best,14.172136783599854,417.5596259177104,50,40,0.005,30,"
",selection_par_rang,14.12319302558899,533.6026335963176,50,40,0.005,30,"
",selection_proportionnelle,14.138270616531372,376.8679621373576,50,40,0.005,30,"
",selection_duel,24.749415636062622,302.11234571885547,50,40,0.005,15,"
",selection_duel_pondere,25.060983657836914,316.7603720242789,50,40,0.005,15,"
",selection_p_best,12.04977560043335,370.67450587214887,50,40,0.005,35,"
",selection_par_rang,12.025801658630371,439.95351440462474,50,40,0.005,35,"
",selection_proportionnelle,11.987980127334595,286.874010405134,50,40,0.005,35,"
",selection_duel,24.56327247619629,180.08148003092103,50,40,0.005,17,"
",selection_duel_pondere,24.440677642822266,301.7137367423848,50,40,0.005,17,"
",selection_p_best,7.613264560699463,518.4834628916481,50,40,0.005,40,"
",selection_par_rang,7.455063343048096,920.1410626998787,50,40,0.005,40,"
",selection_proportionnelle,7.427176237106323,849.542877798868,50,40,0.005,40,"
",selection_duel,20.742528200149536,395.2869012356613,50,40,0.005,20,"
",selection_duel_pondere,20.765485525131226,476.0595610625331,50,40,0.005,20,"
",selection_p_best,4.843008041381836,474.498189528879,50,40,0.005,45,"
",selection_par_rang,4.778221607208252,721.5574451813588,50,40,0.005,45,"
",selection_proportionnelle,4.812168836593628,536.046145671636,50,40,0.005,45,"
",selection_duel,19.483209371566772,480.10481895111155,50,40,0.005,22,"
",selection_duel_pondere,19.416192770004272,449.5466232707006,50,40,0.005,22,"
",selection_p_best,30.977845430374146,281.81039744246135,50,40,0.01,5,"
",selection_par_rang,31.232890605926514,295.1872405272364,50,40,0.01,5,"
",selection_proportionnelle,30.794161319732666,376.67605004931414,50,40,0.01,5,"
",selection_duel,32.66667819023132,505.38185539173924,50,40,0.01,2,"
",selection_duel_pondere,32.857269287109375,394.9068038736085,50,40,0.01,2,"
",selection_p_best,28.539639711380005,274.85090823280393,50,40,0.01,10,"
",selection_par_rang,28.60151195526123,325.33020277663144,50,40,0.01,10,"
",selection_proportionnelle,28.439981698989868,306.8528610271005,50,40,0.01,10,"
",selection_duel,32.70453977584839,220.18238027869407,50,40,0.01,5,"
",selection_duel_pondere,32.61777138710022,393.4876849264047,50,40,0.01,5,"
",selection_p_best,26.160998582839966,477.53239101586354,50,40,0.01,15,"
",selection_par_rang,25.40909171104431,304.7857831161083,50,40,0.01,15,"
",selection_proportionnelle,24.649916172027588,283.7800202058103,50,40,0.01,15,"
",selection_duel,30.27269673347473,366.0185078660506,50,40,0.01,7,"
",selection_duel_pondere,30.179097414016724,398.6456241107727,50,40,0.01,7,"
",selection_p_best,21.059684991836548,250.25322980484208,50,40,0.01,20,"
",selection_par_rang,21.01679539680481,250.25322980484208,50,40,0.01,20,"
",selection_proportionnelle,20.96493363380432,250.25322980484208,50,40,0.01,20,"
",selection_duel,27.627161026000977,250.25322980484208,50,40,0.01,10,"
",selection_duel_pondere,27.304981470108032,250.25322980484208,50,40,0.01,10,"
",selection_p_best,17.951991319656372,418.4799412245219,50,40,0.01,25,"
",selection_par_rang,18.191720485687256,478.5292943726853,50,40,0.01,25,"
",selection_proportionnelle,18.15208673477173,177.40520129160413,50,40,0.01,25,"
",selection_duel,26.197938919067383,297.9712947121896,50,40,0.01,12,"
",selection_duel_pondere,26.21289849281311,198.01794296425143,50,40,0.01,12,"
",selection_p_best,14.130289793014526,439.4689721540917,50,40,0.01,30,"
",selection_par_rang,13.845971822738647,423.51708630054486,50,40,0.01,30,"
",selection_proportionnelle,14.033842086791992,361.2367361536257,50,40,0.01,30,"
",selection_duel,24.709918975830078,399.81853260253234,50,40,0.01,15,"
",selection_duel_pondere,24.61620593070984,263.6397587980943,50,40,0.01,15,"
",selection_p_best,11.42045783996582,373.2647545969507,50,40,0.01,35,"
",selection_par_rang,11.405498504638672,213.46599315423862,50,40,0.01,35,"
",selection_proportionnelle,11.462309837341309,771.0715669740334,50,40,0.01,35,"
",selection_duel,23.162302017211914,368.54245184719196,50,40,0.01,17,"
",selection_duel_pondere,23.350724458694458,354.19258183679887,50,40,0.01,17,"
",selection_p_best,7.462043523788452,311.651645914659,50,40,0.01,40,"
",selection_par_rang,7.5557944774627686,669.6060197946855,50,40,0.01,40,"
",selection_proportionnelle,7.458751201629639,647.5048890986889,50,40,0.01,40,"
",selection_duel,20.71194839477539,230.3852375047753,50,40,0.01,20,"
",selection_duel_pondere,20.68768000602722,193.41432447210582,50,40,0.01,20,"
",selection_p_best,4.823097467422485,581.4956174944975,50,40,0.01,45,"
",selection_par_rang,4.767212867736816,739.9085927411529,50,40,0.01,45,"
",selection_proportionnelle,4.81216835975647,411.10881972953234,50,40,0.01,45,"
",selection_duel,19.3613064289093,382.40757399702824,50,40,0.01,22,"
",selection_duel_pondere,19.401076316833496,401.80590124657704,50,40,0.01,22,"
",selection_p_best,31.4169819355011,241.1627902109157,50,40,0.05,5,"
",selection_par_rang,31.170512676239014,260.0140189796303,50,40,0.05,5,"
",selection_proportionnelle,31.33765435218811,758.4777668586296,50,40,0.05,5,"
",selection_duel,32.6865234375,357.3163987195321,50,40,0.05,2,"
",selection_duel_pondere,32.66863679885864,365.3504529128365,50,40,0.05,2,"
",selection_p_best,27.40127730369568,292.76464408870163,50,40,0.05,10,"
",selection_par_rang,27.302689790725708,505.4612811962606,50,40,0.05,10,"
",selection_proportionnelle,27.314950942993164,420.1122792704934,50,40,0.05,10,"
",selection_duel,31.225457668304443,236.86657583576218,50,40,0.05,5,"
",selection_duel_pondere,31.313297510147095,627.3940755130236,50,40,0.05,5,"
",selection_p_best,24.620601654052734,373.3592665123084,50,40,0.05,15,"
",selection_par_rang,24.687016010284424,527.7343321071653,50,40,0.05,15,"
",selection_proportionnelle,24.65008044242859,503.4830589045214,50,40,0.05,15,"
",selection_duel,29.900038719177246,343.8275574810209,50,40,0.05,7,"
",selection_duel_pondere,29.949904918670654,448.2036586215301,50,40,0.05,7,"
",selection_p_best,20.653738975524902,309.10861754306694,50,40,0.05,20,"
",selection_par_rang,20.640828132629395,228.2381207150402,50,40,0.05,20,"
",selection_proportionnelle,20.69565749168396,183.2935141523869,50,40,0.05,20,"
",selection_duel,27.23416233062744,308.8685612486762,50,40,0.05,10,"
",selection_duel_pondere,27.257107496261597,248.21893968330042,50,40,0.05,10,"
",selection_p_best,18.23824954032898,250.92190084490545,50,40,0.05,25,"
",selection_par_rang,18.075578689575195,326.955472302839,50,40,0.05,25,"
",selection_proportionnelle,18.125526666641235,508.5551688846009,50,40,0.05,25,"
",selection_duel,26.152064085006714,381.02343758356733,50,40,0.05,12,"
",selection_duel_pondere,25.732052326202393,399.25163757535927,50,40,0.05,12,"
",selection_p_best,13.975985288619995,440.1555248310951,50,40,0.05,30,"
",selection_par_rang,14.073359251022339,485.5591749797513,50,40,0.05,30,"
",selection_proportionnelle,14.091888904571533,693.6099855583948,50,40,0.05,30,"
",selection_duel,24.625513315200806,421.066606081333,50,40,0.05,15,"
",selection_duel_pondere,24.644093990325928,801.8757561740252,50,40,0.05,15,"
",selection_p_best,11.555059671401978,343.08053669841365,50,40,0.05,35,"
",selection_par_rang,11.8942289352417,345.0882378546958,50,40,0.05,35,"
",selection_proportionnelle,11.48927354812622,814.6534240137203,50,40,0.05,35,"
",selection_duel,23.33954644203186,258.51902124331576,50,40,0.05,17,"
",selection_duel_pondere,23.418411016464233,274.5047996777594,50,40,0.05,17,"
",selection_p_best,7.493960380554199,594.1739700531601,50,40,0.05,40,"
",selection_par_rang,7.461287021636963,530.5791211193265,50,40,0.05,40,"
",selection_proportionnelle,7.472977161407471,383.7159636477549,50,40,0.05,40,"
",selection_duel,20.66477942466736,468.79691851372195,50,40,0.05,20,"
",selection_duel_pondere,20.70149254798889,280.36132754210496,50,40,0.05,20,"
",selection_p_best,4.726360321044922,666.3387978944286,50,40,0.05,45,"
",selection_par_rang,4.680523633956909,601.0741995148034,50,40,0.05,45,"
",selection_proportionnelle,4.710362911224365,582.5978140914715,50,40,0.05,45,"
",selection_duel,19.257805347442627,453.05335345259994,50,40,0.05,22,"
",selection_duel_pondere,19.304372310638428,432.2570534856278,50,40,0.05,22,"
",selection_p_best,30.83735942840576,158.8914781793391,50,40,0.1,5,"
",selection_par_rang,30.751726627349854,470.8678672642812,50,40,0.1,5,"
",selection_proportionnelle,31.150049924850464,632.2127247187367,50,40,0.1,5,"
",selection_duel,32.591837644577026,458.3305878166818,50,40,0.1,2,"
",selection_duel_pondere,32.661542892456055,568.1975434958827,50,40,0.1,2,"
",selection_p_best,27.256110668182373,260.16308660490824,50,40,0.1,10,"
",selection_par_rang,27.341251611709595,164.7001307889959,50,40,0.1,10,"
",selection_proportionnelle,27.277013301849365,512.669493234002,50,40,0.1,10,"
",selection_duel,31.32626461982727,450.4787340706439,50,40,0.1,5,"
",selection_duel_pondere,31.32024049758911,299.6433235016348,50,40,0.1,5,"
",selection_p_best,24.634117364883423,382.0250057659228,50,40,0.1,15,"
",selection_par_rang,24.714869022369385,256.7368740032535,50,40,0.1,15,"
",selection_proportionnelle,24.515202045440674,360.543721958774,50,40,0.1,15,"
",selection_duel,29.933057069778442,277.6046617702104,50,40,0.1,7,"
",selection_duel_pondere,29.86066770553589,254.499814905999,50,40,0.1,7,"
",selection_p_best,20.376507997512817,311.54073151433226,50,40,0.1,20,"
",selection_par_rang,20.368528842926025,271.5182249257829,50,40,0.1,20,"
",selection_proportionnelle,20.695098876953125,338.4769621454163,50,40,0.1,20,"
",selection_duel,27.310966730117798,214.32470608598032,50,40,0.1,10,"
",selection_duel_pondere,27.35173201560974,289.0435797318827,50,40,0.1,10,"
",selection_p_best,18.044618368148804,262.3781804763474,50,40,0.1,25,"
",selection_par_rang,18.135462760925293,325.65200951970786,50,40,0.1,25,"
",selection_proportionnelle,18.007006406784058,543.5822351129644,50,40,0.1,25,"
",selection_duel,25.902729034423828,265.29126630019846,50,40,0.1,12,"
",selection_duel_pondere,25.928655862808228,336.7191256814649,50,40,0.1,12,"
",selection_p_best,14.073326826095581,406.6057090271895,50,40,0.1,30,"
",selection_par_rang,14.011567831039429,330.95342738385733,50,40,0.1,30,"
",selection_proportionnelle,14.05341625213623,556.5984934748727,50,40,0.1,30,"
",selection_duel,24.822799682617188,509.7816639998767,50,40,0.1,15,"
",selection_duel_pondere,24.781931400299072,318.2453978171376,50,40,0.1,15,"
",selection_p_best,11.499211072921753,549.8550307777515,50,40,0.1,35,"
",selection_par_rang,11.42843770980835,345.02852430722925,50,40,0.1,35,"
",selection_proportionnelle,11.468058824539185,669.9576094330812,50,40,0.1,35,"
",selection_duel,23.38470435142517,412.70774059209174,50,40,0.1,17,"
",selection_duel_pondere,23.357534646987915,258.24059223807717,50,40,0.1,17,"
",selection_p_best,7.452513217926025,172.8535223662299,50,40,0.1,40,"
",selection_par_rang,7.447082996368408,172.8535223662299,50,40,0.1,40,"
",selection_proportionnelle,7.457392454147339,172.8535223662299,50,40,0.1,40,"
",selection_duel,20.74153184890747,172.8535223662299,50,40,0.1,20,"
",selection_duel_pondere,20.677888870239258,172.8535223662299,50,40,0.1,20,"
",selection_p_best,4.8120951652526855,329.19737178946275,50,40,0.1,45,"
",selection_par_rang,4.788232326507568,882.2599019888792,50,40,0.1,45,"
",selection_proportionnelle,4.764692068099976,721.4084966475365,50,40,0.1,45,"
",selection_duel,19.80232048034668,270.4419320592913,50,40,0.1,22,"
",selection_duel_pondere,20.44956398010254,373.35792256692787,50,40,0.1,22,"
",selection_p_best,38.74549746513367,234.4740308205791,50,50,0.001,5,"
",selection_par_rang,38.75243806838989,334.64214022422175,50,50,0.001,5,"
",selection_proportionnelle,38.70692157745361,330.75009940555873,50,50,0.001,5,"
",selection_duel,40.57921767234802,317.15275274975556,50,50,0.001,2,"
",selection_duel_pondere,40.33118200302124,333.11992644675377,50,50,0.001,2,"
",selection_p_best,33.9144446849823,326.049141972953,50,50,0.001,10,"
",selection_par_rang,33.90876126289368,204.16919053769067,50,50,0.001,10,"
",selection_proportionnelle,33.88637709617615,325.577003064177,50,50,0.001,10,"
",selection_duel,38.90799927711487,355.04609444897835,50,50,0.001,5,"
",selection_duel_pondere,38.918917655944824,236.0215930018464,50,50,0.001,5,"
",selection_p_best,30.79315710067749,196.23853044898283,50,50,0.001,15,"
",selection_par_rang,30.720844268798828,381.85564403525035,50,50,0.001,15,"
",selection_proportionnelle,30.759990215301514,329.25737705500364,50,50,0.001,15,"
",selection_duel,37.33338022232056,391.8461831234844,50,50,0.001,7,"
",selection_duel_pondere,37.33590507507324,274.53209801250676,50,50,0.001,7,"
",selection_p_best,25.9066801071167,344.8051086221772,50,50,0.001,20,"
",selection_par_rang,25.803110122680664,462.3884436525271,50,50,0.001,20,"
",selection_proportionnelle,25.854769706726074,364.0138973257414,50,50,0.001,20,"
",selection_duel,34.04798412322998,318.18454902211846,50,50,0.001,10,"
",selection_duel_pondere,33.82055449485779,659.9404632101289,50,50,0.001,10,"
",selection_p_best,22.13102436065674,437.1659727435243,50,50,0.001,25,"
",selection_par_rang,22.366076469421387,355.6825017829325,50,50,0.001,25,"
",selection_proportionnelle,22.401514530181885,387.9233740778009,50,50,0.001,25,"
",selection_duel,32.27867555618286,231.3312701008455,50,50,0.001,12,"
",selection_duel_pondere,32.269702434539795,300.1102195156358,50,50,0.001,12,"
",selection_p_best,17.395693063735962,428.5890549882477,50,50,0.001,30,"
",selection_par_rang,17.415719270706177,473.2637619756848,50,50,0.001,30,"
",selection_proportionnelle,17.585969924926758,434.550609070619,50,50,0.001,30,"
",selection_duel,32.02132844924927,445.2794325103297,50,50,0.001,15,"
",selection_duel_pondere,32.07123517990112,195.86030006649224,50,50,0.001,15,"
",selection_p_best,14.748558044433594,412.0978630341164,50,50,0.001,35,"
",selection_par_rang,14.677747964859009,596.7838259491352,50,50,0.001,35,"
",selection_proportionnelle,14.75258755683899,376.3621076719852,50,50,0.001,35,"
",selection_duel,30.311936616897583,388.01802984451956,50,50,0.001,17,"
",selection_duel_pondere,30.623066663742065,390.23991356298995,50,50,0.001,17,"
",selection_p_best,9.63619089126587,479.5040411609136,50,50,0.001,40,"
",selection_par_rang,9.170231342315674,692.3613488702692,50,50,0.001,40,"
",selection_proportionnelle,9.17975902557373,448.5668466421523,50,50,0.001,40,"
",selection_duel,25.95255732536316,461.60925139713675,50,50,0.001,20,"
",selection_duel_pondere,25.98055934906006,349.33470163011856,50,50,0.001,20,"
",selection_p_best,5.892202854156494,428.32567541480944,50,50,0.001,45,"
",selection_par_rang,5.85338568687439,517.2545023729891,50,50,0.001,45,"
",selection_proportionnelle,5.840380668640137,690.3337582421135,50,50,0.001,45,"
",selection_duel,24.245162963867188,227.96451193241143,50,50,0.001,22,"
",selection_duel_pondere,24.303155422210693,471.7597025267446,50,50,0.001,22,"
",selection_p_best,39.248037338256836,322.5072155042646,50,50,0.005,5,"
",selection_par_rang,39.290443658828735,311.16815187642004,50,50,0.005,5,"
",selection_proportionnelle,39.1852080821991,352.55261175703896,50,50,0.005,5,"
",selection_duel,40.66624712944031,407.3043740092281,50,50,0.005,2,"
",selection_duel_pondere,40.55100131034851,410.15104550689273,50,50,0.005,2,"
",selection_p_best,33.82110095024109,197.0409859215648,50,50,0.005,10,"
",selection_par_rang,33.855464458465576,343.25802831331515,50,50,0.005,10,"
",selection_proportionnelle,33.846482038497925,319.9774211400586,50,50,0.005,10,"
",selection_duel,38.718077659606934,220.98128214114118,50,50,0.005,5,"
",selection_duel_pondere,39.01167106628418,114.60202129262117,50,50,0.005,5,"
",selection_p_best,30.663002252578735,323.72088137338966,50,50,0.005,15,"
",selection_par_rang,30.488349199295044,229.8606965742478,50,50,0.005,15,"
",selection_proportionnelle,30.630049467086792,218.25382000826843,50,50,0.005,15,"
",selection_duel,37.16165852546692,198.79393277585592,50,50,0.005,7,"
",selection_duel_pondere,37.16154885292053,356.96388504488976,50,50,0.005,7,"
",selection_p_best,25.66931438446045,308.00302547104997,50,50,0.005,20,"
",selection_par_rang,25.65842032432556,336.2230123543605,50,50,0.005,20,"
",selection_proportionnelle,25.650403022766113,273.3447406911435,50,50,0.005,20,"
",selection_duel,33.953134298324585,336.2230123543605,50,50,0.005,10,"
",selection_duel_pondere,33.94219136238098,336.2230123543605,50,50,0.005,10,"
",selection_p_best,22.372342109680176,336.3131194950174,50,50,0.005,25,"
