",Type selection,Temps d'execution, Meilleur score, Nombre d'individu, Nombre generation, Mutation, Survivants,"
",selection_par_rang,2.439481258392334,809.3387836181624,50,10,0.1,40,"
",selection_proportionnelle,2.479369640350342,607.1489501680884,50,10,0.1,40,"
",selection_duel,5.832404375076294,502.8858786489527,50,10,0.1,20,"
",selection_duel_pondere,5.811418294906616,439.5821291116707,50,10,0.1,20,"
",selection_p_best,1.817418098449707,581.7378943909116,50,10,0.1,45,"
",selection_par_rang,1.817145824432373,581.7378943909116,50,10,0.1,45,"
",selection_proportionnelle,1.785188913345337,581.7378943909116,50,10,0.1,45,"
",selection_duel,5.449465990066528,352.38403699963794,50,10,0.1,22,"
",selection_duel_pondere,5.4244537353515625,492.2935594108923,50,10,0.1,22,"
",selection_p_best,16.040101766586304,451.74885645617735,50,20,0.001,5,"
",selection_par_rang,16.010183572769165,301.7427980984817,50,20,0.001,5,"
",selection_proportionnelle,16.047828674316406,303.5791773533482,50,20,0.001,5,"
",selection_duel,16.742226600646973,444.20815206705987,50,20,0.001,2,"
",selection_duel_pondere,16.74162745475769,407.5989595157725,50,20,0.001,2,"
",selection_p_best,14.05341362953186,296.25828479681945,50,20,0.001,10,"
",selection_par_rang,14.090291261672974,315.0733664664688,50,20,0.001,10,"
",selection_proportionnelle,14.996896743774414,518.4257117203098,50,20,0.001,10,"
",selection_duel,16.40014147758484,294.5227103764296,50,20,0.001,5,"
",selection_duel_pondere,16.052072286605835,468.60823907781656,50,20,0.001,5,"
",selection_p_best,12.711009740829468,213.9995918141912,50,20,0.001,15,"
",selection_par_rang,12.742010831832886,445.1044134528473,50,20,0.001,15,"
",selection_proportionnelle,12.926398277282715,333.1270831735402,50,20,0.001,15,"
",selection_duel,20.80337905883789,513.6617605835971,50,20,0.001,7,"
",selection_duel_pondere,18.158263444900513,365.8966347676498,50,20,0.001,7,"
",selection_p_best,11.26731562614441,466.4430358469983,50,20,0.001,20,"
",selection_par_rang,11.181098699569702,550.709052598378,50,20,0.001,20,"
",selection_proportionnelle,11.615896463394165,334.74991867129165,50,20,0.001,20,"
",selection_duel,14.602948427200317,358.93137710801585,50,20,0.001,10,"
",selection_duel_pondere,14.495413064956665,439.2366203846266,50,20,0.001,10,"
",selection_p_best,9.67612099647522,315.1133510829951,50,20,0.001,25,"
",selection_par_rang,10.569461107254028,305.70774805786215,50,20,0.001,25,"
",selection_proportionnelle,10.08898138999939,406.87205066988315,50,20,0.001,25,"
",selection_duel,13.984862327575684,279.3649025116739,50,20,0.001,12,"
",selection_duel_pondere,14.491615772247314,470.52035586490905,50,20,0.001,12,"
",selection_p_best,7.482311725616455,341.7311907427118,50,20,0.001,30,"
",selection_par_rang,7.4964258670806885,868.4932700543841,50,20,0.001,30,"
",selection_proportionnelle,7.4789958000183105,335.0117553505818,50,20,0.001,30,"
",selection_duel,12.742698431015015,413.56741243387216,50,20,0.001,15,"
",selection_duel_pondere,12.726975440979004,691.1961942285043,50,20,0.001,15,"
",selection_p_best,6.167507171630859,647.909130950666,50,20,0.001,35,"
",selection_par_rang,6.1216278076171875,526.7349035281326,50,20,0.001,35,"
",selection_proportionnelle,6.7369794845581055,570.1476496508149,50,20,0.001,35,"
",selection_duel,12.156394243240356,582.8019495156449,50,20,0.001,17,"
",selection_duel_pondere,12.046783924102783,490.40666600701354,50,20,0.001,17,"
",selection_p_best,4.150862693786621,733.2277814718782,50,20,0.001,40,"
",selection_par_rang,4.125003814697266,635.2679324793726,50,20,0.001,40,"
",selection_proportionnelle,4.107976198196411,896.9162015026013,50,20,0.001,40,"
",selection_duel,10.751248121261597,477.83245602858597,50,20,0.001,20,"
",selection_duel_pondere,10.843042135238647,564.8573059062518,50,20,0.001,20,"
",selection_p_best,2.8174664974212646,892.8303274120683,50,20,0.001,45,"
",selection_par_rang,2.850374460220337,642.0022150748879,50,20,0.001,45,"
",selection_proportionnelle,2.8503401279449463,1141.9461692456932,50,20,0.001,45,"
",selection_duel,10.087063074111938,453.1430526832086,50,20,0.001,22,"
",selection_duel_pondere,10.066075325012207,287.1087893920461,50,20,0.001,22,"
",selection_p_best,16.083948373794556,353.6988779472827,50,20,0.005,5,"
",selection_par_rang,16.1059672832489,382.053369468939,50,20,0.005,5,"
",selection_proportionnelle,16.04121685028076,354.55993943687133,50,20,0.005,5,"
",selection_duel,16.739233016967773,496.1544135976109,50,20,0.005,2,"
",selection_duel_pondere,16.781073331832886,401.23018958643536,50,20,0.005,2,"
",selection_p_best,14.0723295211792,339.1186780749031,50,20,0.005,10,"
",selection_par_rang,14.021539449691772,761.5367449057641,50,20,0.005,10,"
",selection_proportionnelle,14.033470153808594,350.4643350498876,50,20,0.005,10,"
",selection_duel,16.050228118896484,370.20079071622087,50,20,0.005,5,"
",selection_duel_pondere,16.016128540039062,585.9589992730541,50,20,0.005,5,"
",selection_p_best,12.772842645645142,444.3160775589327,50,20,0.005,15,"
",selection_par_rang,12.728960514068604,415.8012380400328,50,20,0.005,15,"
",selection_proportionnelle,12.748904705047607,576.8737237589598,50,20,0.005,15,"
",selection_duel,15.492568016052246,235.28117874094718,50,20,0.005,7,"
",selection_duel_pondere,15.525598764419556,388.54799647081904,50,20,0.005,7,"
",selection_p_best,10.984588146209717,310.98841915185153,50,20,0.005,20,"
",selection_par_rang,10.835943698883057,413.8031293303512,50,20,0.005,20,"
",selection_proportionnelle,10.743604898452759,413.8031293303512,50,20,0.005,20,"
",selection_duel,14.081675291061401,360.00189877176894,50,20,0.005,10,"
",selection_duel_pondere,14.047434568405151,333.64516800964526,50,20,0.005,10,"
",selection_p_best,9.44274616241455,428.9935524418867,50,20,0.005,25,"
",selection_par_rang,9.419771194458008,446.9532199270101,50,20,0.005,25,"
",selection_proportionnelle,9.405884504318237,466.45675830240395,50,20,0.005,25,"
",selection_duel,13.396174192428589,255.65894836578275,50,20,0.005,12,"
",selection_duel_pondere,13.403013467788696,423.2408850649255,50,20,0.005,12,"
",selection_p_best,7.482989072799683,500.4609505532052,50,20,0.005,30,"
",selection_par_rang,7.4610090255737305,471.07540571697734,50,20,0.005,30,"
",selection_proportionnelle,7.514940500259399,384.6479222494762,50,20,0.005,30,"
",selection_duel,12.747908353805542,336.7147597841612,50,20,0.005,15,"
",selection_duel_pondere,12.80076789855957,394.5235652636921,50,20,0.005,15,"
",selection_p_best,6.18645715713501,458.2420336511611,50,20,0.005,35,"
",selection_par_rang,6.11760139465332,319.7339701202921,50,20,0.005,35,"
",selection_proportionnelle,6.159281015396118,670.238189894055,50,20,0.005,35,"
",selection_duel,12.16151237487793,266.5096508253312,50,20,0.005,17,"
",selection_duel_pondere,12.151504039764404,229.7416796914831,50,20,0.005,17,"
",selection_p_best,4.146863698959351,545.708532927957,50,20,0.005,40,"
",selection_par_rang,4.108016014099121,538.0581165559985,50,20,0.005,40,"
",selection_proportionnelle,4.130951404571533,634.9615441134216,50,20,0.005,40,"
",selection_duel,10.757231950759888,335.15537147362545,50,20,0.005,20,"
",selection_duel_pondere,10.781179428100586,555.7616385765338,50,20,0.005,20,"
",selection_p_best,2.8010058403015137,482.7269546748558,50,20,0.005,45,"
",selection_par_rang,2.8065340518951416,967.2746417864386,50,20,0.005,45,"
",selection_proportionnelle,2.805492401123047,682.113416473374,50,20,0.005,45,"
",selection_duel,10.099352836608887,304.66841616225884,50,20,0.005,22,"
",selection_duel_pondere,10.127912759780884,455.00550173274485,50,20,0.005,22,"
",selection_p_best,16.069064378738403,390.78867137496,50,20,0.01,5,"
",selection_par_rang,16.045053243637085,386.1998144119669,50,20,0.01,5,"
",selection_proportionnelle,16.18272304534912,345.706911836983,50,20,0.01,5,"
",selection_duel,17.30675745010376,441.6669778977311,50,20,0.01,2,"
",selection_duel_pondere,17.32163667678833,396.98262436459686,50,20,0.01,2,"
",selection_p_best,14.532179355621338,314.06846676035997,50,20,0.01,10,"
",selection_par_rang,14.498185634613037,283.84427557287074,50,20,0.01,10,"
",selection_proportionnelle,14.588985204696655,291.88311665225467,50,20,0.01,10,"
",selection_duel,16.662440061569214,688.4238391098157,50,20,0.01,5,"
",selection_duel_pondere,16.611575841903687,265.4820851933291,50,20,0.01,5,"
",selection_p_best,13.253556251525879,426.54236557848395,50,20,0.01,15,"
",selection_par_rang,13.152825832366943,358.882202493332,50,20,0.01,15,"
",selection_proportionnelle,13.350297689437866,560.3216218729102,50,20,0.01,15,"
",selection_duel,16.264504432678223,439.7060776199536,50,20,0.01,7,"
",selection_duel_pondere,16.045091152191162,471.03015296510296,50,20,0.01,7,"
",selection_p_best,10.922789335250854,368.8212936898833,50,20,0.01,20,"
",selection_par_rang,10.900892496109009,306.6156277355714,50,20,0.01,20,"
",selection_proportionnelle,10.859897375106812,433.0335390780452,50,20,0.01,20,"
",selection_duel,13.97758150100708,277.67115830361485,50,20,0.01,10,"
",selection_duel_pondere,13.993577718734741,239.26399731888384,50,20,0.01,10,"
",selection_p_best,9.463690519332886,381.42354627320543,50,20,0.01,25,"
",selection_par_rang,9.390886545181274,467.21108140654087,50,20,0.01,25,"
",selection_proportionnelle,9.40484881401062,612.2382301703486,50,20,0.01,25,"
",selection_duel,13.38719892501831,512.4485422773805,50,20,0.01,12,"
",selection_duel_pondere,13.341322183609009,641.598630094791,50,20,0.01,12,"
",selection_p_best,7.479991912841797,464.754963168484,50,20,0.01,30,"
",selection_par_rang,7.44608736038208,636.4112815370919,50,20,0.01,30,"
",selection_proportionnelle,7.436644554138184,668.507341591698,50,20,0.01,30,"
",selection_duel,12.857654094696045,485.90970582738385,50,20,0.01,15,"
",selection_duel_pondere,12.932412385940552,381.23557585528016,50,20,0.01,15,"
",selection_p_best,6.215378284454346,687.7852406197283,50,20,0.01,35,"
",selection_par_rang,6.196425199508667,366.29656522825417,50,20,0.01,35,"
",selection_proportionnelle,6.164518594741821,308.78096239248333,50,20,0.01,35,"
",selection_duel,12.210346937179565,408.8681834275756,50,20,0.01,17,"
",selection_duel_pondere,12.121583223342896,458.5404964945155,50,20,0.01,17,"
",selection_p_best,4.164860725402832,535.2475795924568,50,20,0.01,40,"
",selection_par_rang,4.17449426651001,462.00444857166985,50,20,0.01,40,"
",selection_proportionnelle,4.170884609222412,429.67096887603367,50,20,0.01,40,"
",selection_duel,10.901805400848389,356.52007298231507,50,20,0.01,20,"
",selection_duel_pondere,10.845035314559937,481.40633513177755,50,20,0.01,20,"
",selection_p_best,2.851372003555298,309.5351647769991,50,20,0.01,45,"
",selection_par_rang,2.806457757949829,741.9256698686075,50,20,0.01,45,"
",selection_proportionnelle,2.8433961868286133,428.7472267133566,50,20,0.01,45,"
",selection_duel,10.183765649795532,348.6686592659595,50,20,0.01,22,"
",selection_duel_pondere,10.134935140609741,304.58828458989706,50,20,0.01,22,"
",selection_p_best,16.062085151672363,384.2551654903783,50,20,0.05,5,"
",selection_par_rang,16.23798155784607,515.587136293787,50,20,0.05,5,"
",selection_proportionnelle,15.9337739944458,389.3350152004822,50,20,0.05,5,"
",selection_duel,16.698344469070435,262.13866146182244,50,20,0.05,2,"
",selection_duel_pondere,16.80104422569275,488.9187214076148,50,20,0.05,2,"
",selection_p_best,14.077356100082397,500.3756480938335,50,20,0.05,10,"
",selection_par_rang,14.058401584625244,345.54168206180714,50,20,0.05,10,"
",selection_proportionnelle,14.060361385345459,286.14590064331,50,20,0.05,10,"
",selection_duel,16.001208305358887,137.28593474330475,50,20,0.05,5,"
",selection_duel_pondere,16.052110195159912,500.3756480938335,50,20,0.05,5,"
",selection_p_best,12.577631950378418,472.5748555683737,50,20,0.05,15,"
",selection_par_rang,12.656592607498169,566.2233816699822,50,20,0.05,15,"
",selection_proportionnelle,12.711966037750244,487.05728788262945,50,20,0.05,15,"
",selection_duel,15.3729407787323,275.71773679946944,50,20,0.05,7,"
",selection_duel_pondere,15.548452615737915,431.85035505422974,50,20,0.05,7,"
",selection_p_best,10.709366083145142,575.8214603405315,50,20,0.05,20,"
",selection_par_rang,10.766205072402954,588.4640210156684,50,20,0.05,20,"
",selection_proportionnelle,10.817069053649902,624.3361128772865,50,20,0.05,20,"
",selection_duel,14.074324369430542,349.09898636040896,50,20,0.05,10,"
",selection_duel_pondere,14.053754568099976,481.7836438211178,50,20,0.05,10,"
",selection_p_best,9.354023456573486,421.6015712005951,50,20,0.05,25,"
",selection_par_rang,9.553518533706665,673.6173877511919,50,20,0.05,25,"
",selection_proportionnelle,9.446742296218872,364.4309465787595,50,20,0.05,25,"
",selection_duel,13.42110824584961,349.82929636152835,50,20,0.05,12,"
",selection_duel_pondere,13.447033643722534,429.28646668256306,50,20,0.05,12,"
",selection_p_best,7.465078592300415,428.5607608926731,50,20,0.05,30,"
",selection_par_rang,7.5158586502075195,622.6524404812717,50,20,0.05,30,"
",selection_proportionnelle,7.455099821090698,341.80661375681024,50,20,0.05,30,"
",selection_duel,12.77882695198059,373.82886507017014,50,20,0.05,15,"
",selection_duel_pondere,12.770809412002563,377.9207987936127,50,20,0.05,15,"
",selection_p_best,6.148556709289551,518.1430832010818,50,20,0.05,35,"
",selection_par_rang,6.12162709236145,399.53830103658254,50,20,0.05,35,"
",selection_proportionnelle,6.161483526229858,518.1430832010818,50,20,0.05,35,"
",selection_duel,12.108651638031006,247.21582396172104,50,20,0.05,17,"
",selection_duel_pondere,12.122548818588257,269.6810434453982,50,20,0.05,17,"
",selection_p_best,4.163867235183716,490.01043374713737,50,20,0.05,40,"
",selection_par_rang,4.124941349029541,269.81117937284665,50,20,0.05,40,"
",selection_proportionnelle,4.147933483123779,337.6574008051615,50,20,0.05,40,"
",selection_duel,10.808311223983765,356.9188579073145,50,20,0.05,20,"
",selection_duel_pondere,10.75523066520691,239.59634068577077,50,20,0.05,20,"
",selection_p_best,2.850375175476074,508.89932368012853,50,20,0.05,45,"
",selection_par_rang,2.792494535446167,529.4400833145681,50,20,0.05,45,"
",selection_proportionnelle,2.8274385929107666,416.97958276036275,50,20,0.05,45,"
",selection_duel,10.160827159881592,387.8803824904544,50,20,0.05,22,"
",selection_duel_pondere,9.984595775604248,409.71459628374794,50,20,0.05,22,"
",selection_p_best,15.722952365875244,304.9866538629486,50,20,0.1,5,"
",selection_par_rang,15.901514530181885,252.06204704295268,50,20,0.1,5,"
",selection_proportionnelle,15.774813413619995,179.47375298153926,50,20,0.1,5,"
",selection_duel,16.564701795578003,386.31641451721936,50,20,0.1,2,"
",selection_duel_pondere,16.50887942314148,358.1316247620343,50,20,0.1,2,"
",selection_p_best,14.11194634437561,553.5056723828206,50,20,0.1,10,"
",selection_par_rang,14.08944320678711,312.10767448018925,50,20,0.1,10,"
",selection_proportionnelle,13.862966299057007,348.32043648921973,50,20,0.1,10,"
",selection_duel,16.027507781982422,325.0362854668418,50,20,0.1,5,"
",selection_duel_pondere,16.023147106170654,336.73925820798047,50,20,0.1,5,"
",selection_p_best,12.70504879951477,513.5233312955683,50,20,0.1,15,"
",selection_par_rang,12.786184549331665,693.3891722562053,50,20,0.1,15,"
",selection_proportionnelle,12.787806510925293,770.0793772353647,50,20,0.1,15,"
",selection_duel,15.353935718536377,489.0151925650186,50,20,0.1,7,"
",selection_duel_pondere,15.356930255889893,733.5816243254533,50,20,0.1,7,"
",selection_p_best,10.781495094299316,406.71483349249314,50,20,0.1,20,"
",selection_par_rang,10.671804428100586,499.09208905480733,50,20,0.1,20,"
",selection_proportionnelle,10.838018894195557,378.6212468564638,50,20,0.1,20,"
",selection_duel,13.973439931869507,309.69656250291627,50,20,0.1,10,"
",selection_duel_pondere,13.812100410461426,226.60465602618868,50,20,0.1,10,"
",selection_p_best,9.245275497436523,549.3496288410374,50,20,0.1,25,"
",selection_par_rang,9.29613995552063,333.07188289413324,50,20,0.1,25,"
",selection_proportionnelle,9.358410596847534,269.81710303692006,50,20,0.1,25,"
",selection_duel,13.461995840072632,379.97637375384903,50,20,0.1,12,"
",selection_duel_pondere,13.397172689437866,350.170291606198,50,20,0.1,12,"
",selection_p_best,7.454104900360107,646.7722120246764,50,20,0.1,30,"
",selection_par_rang,7.408149480819702,525.7223713757703,50,20,0.1,30,"
",selection_proportionnelle,7.43016791343689,550.213697914815,50,20,0.1,30,"
",selection_duel,12.561474084854126,533.7258553955212,50,20,0.1,15,"
",selection_duel_pondere,12.647647857666016,697.6729980171423,50,20,0.1,15,"
",selection_p_best,6.152914524078369,248.83039874246413,50,20,0.1,35,"
",selection_par_rang,6.09072208404541,386.03812532130576,50,20,0.1,35,"
",selection_proportionnelle,6.142569065093994,770.1148738671204,50,20,0.1,35,"
",selection_duel,12.095661401748657,438.75863178387505,50,20,0.1,17,"
",selection_duel_pondere,12.070716381072998,321.2882732474603,50,20,0.1,17,"
",selection_p_best,4.137958288192749,741.271363175528,50,20,0.1,40,"
",selection_par_rang,4.113005876541138,773.473285092383,50,20,0.1,40,"
",selection_proportionnelle,4.131950378417969,566.4489054722723,50,20,0.1,40,"
",selection_duel,10.781162738800049,683.8508654197043,50,20,0.1,20,"
",selection_duel_pondere,10.740283250808716,678.2612877194452,50,20,0.1,20,"
",selection_p_best,2.865299701690674,301.13201841725066,50,20,0.1,45,"
",selection_par_rang,2.804499864578247,772.9369775814126,50,20,0.1,45,"
",selection_proportionnelle,2.7875821590423584,762.357316638521,50,20,0.1,45,"
",selection_duel,10.1428382396698,484.214050664954,50,20,0.1,22,"
",selection_duel_pondere,10.084727048873901,471.8827147762285,50,20,0.1,22,"
",selection_p_best,23.720603704452515,388.0783420723365,50,30,0.001,5,"
",selection_par_rang,23.71579599380493,490.56429014873635,50,30,0.001,5,"
",selection_proportionnelle,23.683664798736572,573.2524095379268,50,30,0.001,5,"
",selection_duel,24.674381494522095,421.17496286823115,50,30,0.001,2,"
",selection_duel_pondere,24.878588676452637,451.52686711856325,50,30,0.001,2,"
",selection_p_best,20.668726682662964,393.1799026673452,50,30,0.001,10,"
",selection_par_rang,20.73654842376709,341.0241589097774,50,30,0.001,10,"
",selection_proportionnelle,20.6687228679657,644.5953138912332,50,30,0.001,10,"
",selection_duel,23.797292709350586,315.8537993811306,50,30,0.001,5,"
",selection_duel_pondere,23.722556829452515,266.8779559514314,50,30,0.001,5,"
",selection_p_best,18.74886679649353,282.9510209122363,50,30,0.001,15,"
",selection_par_rang,18.67604970932007,408.2361679967994,50,30,0.001,15,"
",selection_proportionnelle,18.679009199142456,497.74530508983537,50,30,0.001,15,"
",selection_duel,22.669376134872437,404.77109080974674,50,30,0.001,7,"
",selection_duel_pondere,22.646475076675415,394.07256406019286,50,30,0.001,7,"
",selection_p_best,15.759815454483032,341.3287245152574,50,30,0.001,20,"
",selection_par_rang,15.775848865509033,419.35458256226974,50,30,0.001,20,"
",selection_proportionnelle,15.748846054077148,414.40517182024996,50,30,0.001,20,"
",selection_duel,20.737541675567627,349.9346531657847,50,30,0.001,10,"
",selection_duel_pondere,20.80140995979309,385.99192883056304,50,30,0.001,10,"
",selection_p_best,13.846971273422241,513.1164141400782,50,30,0.001,25,"
",selection_par_rang,13.734270095825195,591.7573491037025,50,30,0.001,25,"
",selection_proportionnelle,13.766145944595337,390.40866649443575,50,30,0.001,25,"
",selection_duel,19.669438362121582,308.0574916126746,50,30,0.001,12,"
",selection_duel_pondere,19.563868761062622,295.67702630655555,50,30,0.001,12,"
",selection_p_best,10.759223461151123,297.6714061965243,50,30,0.001,30,"
",selection_par_rang,10.748222351074219,389.43561537927764,50,30,0.001,30,"
",selection_proportionnelle,10.695147275924683,553.895329715191,50,30,0.001,30,"
",selection_duel,18.70236587524414,364.3215449726853,50,30,0.001,15,"
",selection_duel_pondere,18.7946994304657,322.8677514932186,50,30,0.001,15,"
",selection_p_best,8.8423912525177,314.3341619203378,50,30,0.001,35,"
",selection_par_rang,8.770577430725098,447.4411837533111,50,30,0.001,35,"
",selection_proportionnelle,8.776566505432129,360.4036156279174,50,30,0.001,35,"
",selection_duel,17.680678844451904,423.6190091093616,50,30,0.001,17,"
",selection_duel_pondere,17.770102977752686,554.6159269383967,50,30,0.001,17,"
",selection_p_best,5.905207872390747,229.59206147609913,50,30,0.001,40,"
",selection_par_rang,5.785527229309082,533.2066185210435,50,30,0.001,40,"
",selection_proportionnelle,5.782537221908569,975.1620371658424,50,30,0.001,40,"
",selection_duel,15.685054063796997,489.3049039861889,50,30,0.001,20,"
",selection_duel_pondere,15.732925653457642,202.4334296960764,50,30,0.001,20,"
",selection_p_best,3.824770450592041,721.9957658314165,50,30,0.001,45,"
",selection_par_rang,3.8128039836883545,493.40303879123644,50,30,0.001,45,"
",selection_proportionnelle,3.8167927265167236,909.6924848574696,50,30,0.001,45,"
",selection_duel,14.714648008346558,701.5794967701385,50,30,0.001,22,"
",selection_duel_pondere,14.774490356445312,478.21213673883403,50,30,0.001,22,"
",selection_p_best,23.660725116729736,290.436203259074,50,30,0.005,5,"
",selection_par_rang,23.712586641311646,318.3359472592947,50,30,0.005,5,"
",selection_proportionnelle,23.694042682647705,375.1035873362589,50,30,0.005,5,"
",selection_duel,24.714948177337646,255.64345384012526,50,30,0.005,2,"
",selection_duel_pondere,24.74581813812256,340.4823296642025,50,30,0.005,2,"
",selection_p_best,20.81835651397705,439.3548489693161,50,30,0.005,10,"
",selection_par_rang,20.67966628074646,425.12445773288607,50,30,0.005,10,"
",selection_proportionnelle,20.76550555229187,298.43524843895256,50,30,0.005,10,"
",selection_duel,23.71956729888916,183.54887826542094,50,30,0.005,5,"
",selection_duel_pondere,23.432713747024536,321.4668086431651,50,30,0.005,5,"
",selection_p_best,18.69602131843567,392.52235641618256,50,30,0.005,15,"
",selection_par_rang,18.657043933868408,479.78207361945806,50,30,0.005,15,"
",selection_proportionnelle,18.74900221824646,309.9704609530924,50,30,0.005,15,"
",selection_duel,22.748549461364746,267.165069269406,50,30,0.005,7,"
",selection_duel_pondere,22.644445657730103,511.79071660818437,50,30,0.005,7,"
",selection_p_best,15.825796604156494,243.17432084204322,50,30,0.005,20,"
",selection_par_rang,15.874590635299683,490.4981622745885,50,30,0.005,20,"
",selection_proportionnelle,15.869520902633667,270.458949690428,50,30,0.005,20,"
",selection_duel,20.6684091091156,250.78015207369458,50,30,0.005,10,"
",selection_duel_pondere,20.71859383583069,269.92031910881457,50,30,0.005,10,"
",selection_p_best,13.793111801147461,541.2859486936882,50,30,0.005,25,"
",selection_par_rang,13.71332597732544,321.39951785183223,50,30,0.005,25,"
",selection_proportionnelle,13.786131143569946,354.083140672388,50,30,0.005,25,"
",selection_duel,20.631804943084717,264.90788031481355,50,30,0.005,12,"
",selection_duel_pondere,19.934725999832153,396.98156308202965,50,30,0.005,12,"
",selection_p_best,10.741432189941406,308.79242406518904,50,30,0.005,30,"
",selection_par_rang,10.806575536727905,349.85805746499227,50,30,0.005,30,"
",selection_proportionnelle,10.786152839660645,442.65008757554097,50,30,0.005,30,"
",selection_duel,18.72891664505005,396.116062477822,50,30,0.005,15,"
",selection_duel_pondere,18.70601224899292,357.2993039669524,50,30,0.005,15,"
",selection_p_best,8.882270336151123,446.9426960208664,50,30,0.005,35,"
",selection_par_rang,8.836369514465332,325.7390206687519,50,30,0.005,35,"
",selection_proportionnelle,8.787497758865356,503.08809889711114,50,30,0.005,35,"
",selection_duel,17.823338747024536,279.16065588783596,50,30,0.005,17,"
",selection_duel_pondere,17.77246928215027,366.8322066757997,50,30,0.005,17,"
",selection_p_best,5.838386535644531,588.0532333945164,50,30,0.005,40,"
",selection_par_rang,5.7845683097839355,665.3462276608245,50,30,0.005,40,"
",selection_proportionnelle,5.781538724899292,795.0609067923644,50,30,0.005,40,"
",selection_duel,15.750212907791138,304.07454204026845,50,30,0.005,20,"
",selection_duel_pondere,15.662006616592407,751.5727742637496,50,30,0.005,20,"
",selection_p_best,3.7459444999694824,918.4909038533311,50,30,0.005,45,"
",selection_par_rang,3.8051979541778564,318.72418240476844,50,30,0.005,45,"
",selection_proportionnelle,3.8028371334075928,719.6449503795573,50,30,0.005,45,"
",selection_duel,14.721590518951416,200.1972514710648,50,30,0.005,22,"
",selection_duel_pondere,14.691710710525513,320.07469549241375,50,30,0.005,22,"
",selection_p_best,23.643768310546875,377.47743020476196,50,30,0.01,5,"
",selection_par_rang,23.67967414855957,277.0633419646893,50,30,0.01,5,"
",selection_proportionnelle,23.67469024658203,300.2655060755517,50,30,0.01,5,"
",selection_duel,24.71091389656067,252.75683989012424,50,30,0.01,2,"
",selection_duel_pondere,24.72687315940857,265.8148827010024,50,30,0.01,2,"
",selection_p_best,20.720965147018433,312.3930393086525,50,30,0.01,10,"
",selection_par_rang,20.38254189491272,417.22481698564724,50,30,0.01,10,"
",selection_proportionnelle,20.586347103118896,438.50043814483496,50,30,0.01,10,"
",selection_duel,23.66571807861328,370.46422182270084,50,30,0.01,5,"
",selection_duel_pondere,23.250821352005005,353.050105486174,50,30,0.01,5,"
",selection_p_best,18.47459387779236,376.1341834265268,50,30,0.01,15,"
",selection_par_rang,18.442679405212402,417.76981331963435,50,30,0.01,15,"
",selection_proportionnelle,18.593697786331177,498.32341686398706,50,30,0.01,15,"
",selection_duel,22.806009769439697,429.58650532989276,50,30,0.01,7,"
",selection_duel_pondere,22.756131649017334,372.80737062326125,50,30,0.01,7,"
",selection_p_best,15.801709413528442,258.7602836501854,50,30,0.01,20,"
",selection_par_rang,15.899518728256226,340.7703290357954,50,30,0.01,20,"
",selection_proportionnelle,15.935346841812134,316.0297454637525,50,30,0.01,20,"
",selection_duel,20.735547065734863,299.30869528478854,50,30,0.01,10,"
",selection_duel_pondere,20.707659244537354,223.02206691187078,50,30,0.01,10,"
",selection_p_best,13.661481380462646,286.7019699497276,50,30,0.01,25,"
",selection_par_rang,13.633036613464355,314.009308466866,50,30,0.01,25,"
",selection_proportionnelle,13.76321005821228,140.91991107575006,50,30,0.01,25,"
",selection_duel,19.66542673110962,568.4674841697292,50,30,0.01,12,"
",selection_duel_pondere,19.72424817085266,459.0669048611366,50,30,0.01,12,"
",selection_p_best,10.761229038238525,237.14520229484768,50,30,0.01,30,"
",selection_par_rang,10.838369131088257,543.7723119469997,50,30,0.01,30,"
",selection_proportionnelle,10.563788890838623,508.25960002041114,50,30,0.01,30,"
",selection_duel,18.428677320480347,362.27486760134286,50,30,0.01,15,"
",selection_duel_pondere,18.615565299987793,406.8986277416354,50,30,0.01,15,"
",selection_p_best,8.797705888748169,467.9310031920202,50,30,0.01,35,"
",selection_par_rang,8.787500858306885,308.90488415432833,50,30,0.01,35,"
",selection_proportionnelle,8.725664377212524,461.9337268641402,50,30,0.01,35,"
",selection_duel,17.703649282455444,275.7726057918789,50,30,0.01,17,"
",selection_duel_pondere,17.743717193603516,320.19444905365583,50,30,0.01,17,"
",selection_p_best,5.8294079303741455,607.6538927873161,50,30,0.01,40,"
",selection_par_rang,5.781538724899292,892.4757025703722,50,30,0.01,40,"
",selection_proportionnelle,5.781537294387817,775.4097572911724,50,30,0.01,40,"
",selection_duel,15.717966318130493,441.21590778123664,50,30,0.01,20,"
",selection_duel_pondere,16.357257604599,402.2139889686648,50,30,0.01,20,"
",selection_p_best,3.9753687381744385,688.1856468550533,50,30,0.01,45,"
",selection_par_rang,3.9743354320526123,298.94425517503953,50,30,0.01,45,"
",selection_proportionnelle,3.947481393814087,669.5307112576145,50,30,0.01,45,"
",selection_duel,15.344925165176392,465.47372284582275,50,30,0.01,22,"
",selection_duel_pondere,15.333032608032227,294.3603961363998,50,30,0.01,22,"
",selection_p_best,24.74379014968872,400.2371454032748,50,30,0.05,5,"
",selection_par_rang,24.64812207221985,353.2998736857949,50,30,0.05,5,"
",selection_proportionnelle,24.579230785369873,396.1301036022076,50,30,0.05,5,"
",selection_duel,25.740163803100586,797.4833498196011,50,30,0.05,2,"
",selection_duel_pondere,26.105226278305054,353.61009994255386,50,30,0.05,2,"
",selection_p_best,20.997475147247314,389.25312924021847,50,30,0.05,10,"
